,sys,rnd,msg,itr,dvfs,rapl,joules,time,edp,llcmiss_total,cycles_total,ins_total,num_interrupts
1858,ebbrt,0,524288,60,0x1C00,135,7637654.0,14290790560.0,5.457405684187312e+16,4070909620,5824778542803.0,6805539911744,80225
1859,ebbrt,6,64,16,0x1D00,135,202798.0,472083252.0,47868769669548.0,3670256,4754608559.0,2149169436,9983
1860,ebbrt,8,64,12,0x1100,135,217991.0,445319965.0,48537872245157.5,47327532,17750512324.0,2032626536,9663
1861,ebbrt,6,65536,16,0x1100,135,1004689.0,2330948228.0,1170939022120546.0,121270173,140767264506.0,91319649444,44619
1862,linux,6,64,16,0x1A00,135,293406.0,477666250.0,70075071873750.0,2656017956057,168103442937017.0,78494884560948,9983
1863,linux,1,64,6,0x1700,135,276573.0,493290784.0,68215456001616.0,992285157884,57757904623668.0,30134763090097,10007
1864,ebbrt,8,64,6,0x1800,135,282125.0,490987922.0,69259983747125.0,51079365,19435297809.0,2192526834,7271
1865,ebbrt,8,8192,20,0x1A00,135,300134.0,745446865.0,111866974689955.0,8706759,9475829770.0,4385762158,12612
1866,ebbrt,0,524288,60,0xC00,135,6023704.0,14823003557.0,4.464469290915757e+16,4503499338,5114214780813.0,5883167659237,83201
1867,ebbrt,5,65536,20,0x1900,135,945091.0,2234529324.0,1055916776674242.0,106752115,126187926381.0,93133458871,35651
1868,ebbrt,9,524288,40,0x1200,135,6483137.0,14367424876.0,4.657299190415801e+16,4547993990,5279671859225.0,4907190357285,119594
1869,ebbrt,0,64,16,0x1100,135,190283.0,471895302.0,44896826875233.0,3582970,4800082822.0,2157644139,9959
1870,ebbrt,1,8192,32,0x1700,135,381998.0,948577890.0,181177428412110.0,9779548,9912348498.0,4897418122,10004
1871,linux,3,8192,36,0x1D00,135,1005968.0,1582031091.0,795736326275544.0,7500084343827,719141616573759.0,429785469037976,14734
1872,linux,2,8192,40,0xC00,135,701274.0,1704448793.0,597642811431141.0,5606518696104,567478615842686.0,340060030825758,14344
1873,linux,5,524288,28,0x1500,135,7860239.0,14225621716.0,5.5908393305675064e+16,54660166957663,7203335732238537.0,5492204353794837,170693
1874,ebbrt,2,524288,28,0xF00,135,5997881.0,13996686568.0,4.19752302145812e+16,5220306836,6134670591011.0,6036907309499,151103
1875,ebbrt,3,8192,8,0xF00,135,365886.0,808548905.0,147918362327415.0,159063211,44341641243.0,6075914489,17791
1876,linux,7,64,1,0x1200,135,259510.0,533332782.0,69202595128410.0,4682622748837,320468310543559.0,171481295769165,9998
1877,ebbrt,7,524288,8,0x1700,135,7295393.0,13848011210.0,5.051334202267777e+16,7477868175,9754944708180.0,4764764698794,475379
1878,ebbrt,3,65536,28,0x1800,135,1172918.0,2353039041.0,1379960922945819.0,108217037,128238511941.0,111988363216,28054
1879,ebbrt,9,8192,40,0x1B00,135,474383.0,1184865887.0,281040117036360.5,11914280,12303580168.0,6101395367,9999
1880,linux,5,65536,1,0x1600,135,2103660.0,3861348694.0,4061482396810020.0,13153494051052,1791113106334299.0,1239672830109209,55403
1881,ebbrt,5,8192,24,0xC00,135,492248.0,1158996765.0,285256919788860.0,248690041,86324262875.0,7603392290,14923
1882,ebbrt,4,65536,12,0xC00,135,891006.0,2188684618.0,975065563372854.0,119323815,136311987975.0,81910967501,54954
1883,ebbrt,7,8192,24,0x1700,135,292586.0,724834815.0,106038259590795.0,7543633,7693362909.0,3810667689,10212
1884,linux,7,524288,16,0x1000,135,7039233.0,14504857457.0,5.105153563580524e+16,230153470290559,2.7852140527946e+16,21256741932917027,297993
1885,linux,4,65536,1,0x1C00,135,3913792.0,7226414668.0,1.4141341958150528e+16,16358098933390,2208702097733061.0,1532564690193357,19541
1886,ebbrt,3,8192,12,0x1C00,135,346838.0,759228874.0,131664712100206.0,10909150,15592426848.0,5281295744,20216
1887,linux,4,524288,32,0x1200,135,7271258.0,14354183843.0,5.218648705094225e+16,931317747239128,1.107527900315636e+17,87559242469665274,150737
1888,linux,7,524288,12,0x1B00,135,9449116.0,13886038202.0,6.560539287556472e+16,211419099025146,2.5518506235662188e+16,19454114871622064,381207
1889,linux,1,65536,60,0x1A00,135,2267564.0,4090470240.0,4637701529647680.0,22760419985130,2600851103883033.0,1873727488489330,22941
1890,linux,0,65536,80,0x1200,135,2786975.0,6127622814.0,8538765796023825.0,17716774672582,1935480904489461.0,1421862933910823,25797
1891,ebbrt,8,65536,28,0x1100,135,1056207.0,2420758192.0,1278410873848872.0,108911598,124725570681.0,107422967519,28891
1892,ebbrt,8,65536,32,0x1800,135,1203132.0,2381269906.0,1432491012272796.0,110813860,141591585658.0,147546416188,24973
1893,ebbrt,3,65536,8,0x1C00,135,1214771.0,2166806986.0,1316087144595103.0,147602667,192286723312.0,93399554952,74122
1894,ebbrt,0,64,60,0xF00,135,706852.0,1774982526.0,627324974234076.0,12851559,17442043750.0,7831319576,9985
1895,linux,4,8192,28,0x1800,135,514991.0,893508181.0,230074335820685.5,6044669103773,540797251421061.0,325230979329534,10779
1896,ebbrt,1,65536,16,0x1200,135,1012799.0,2324673570.0,1177213533511215.0,120455800,140395517392.0,90488875716,44546
1897,ebbrt,9,8192,24,0xF00,135,287215.0,716012927.0,102824826414152.5,7470386,7583026417.0,3735509981,10099
1898,ebbrt,5,64,28,0x1500,135,331750.0,826538456.0,137102066389000.0,6514007,8319786385.0,3792299857,9978
1899,ebbrt,8,65536,24,0xC00,135,1029994.0,2546475520.0,1311427253373440.0,121499724,135521214257.0,116715098229,34973
1900,ebbrt,5,64,8,0xF00,135,205027.0,455055400.0,46649321747900.0,35096714,14158006460.0,2051155015,8165
1901,linux,8,8192,20,0x1800,135,681269.0,1176390199.0,400719087241265.5,14916885647254,1322560310929531.0,789036273787237,19833
1902,linux,3,524288,16,0x1000,135,7038195.0,14497293989.0,5.101739103345493e+16,696081147611382,8.329508295467725e+16,65813950438297194,297982
1903,linux,4,64,0,0x1A00,135,247707.0,390542446.0,48370048835661.0,1367929461739,87232394673988.0,40727299011862,14988
1904,linux,9,524288,28,0x1700,135,8218498.0,14165449181.0,5.820935788157507e+16,428606444945456,5.1555931660457256e+16,39940338348896817,170182
1905,linux,1,524288,36,0x1800,135,8413461.0,14403530829.0,6.0591772446044584e+16,327215261337712,4.064629926906321e+16,32560379905616649,134584
1906,linux,5,8192,80,0x1C00,135,1328320.0,2376682298.0,1578497315039680.0,19901678768933,1749137735170568.0,1050182744184726,10013
1907,linux,7,8192,36,0x1900,135,893295.0,1572009094.0,702133931812365.0,18079761766330,1583446247315856.0,944792803876328,14644
1908,linux,5,8192,0,0x1800,135,502670.0,848102759.0,213157906933265.0,6025574829570,556579057729390.0,334155246022918,38868
1909,linux,8,65536,8,0x1A00,135,1646235.0,2524772163.0,2078184150878152.5,18667080180828,2516823647496165.0,1764387782296136,88739
1910,ebbrt,7,8192,20,0x1B00,135,287172.0,713514947.0,102450757179942.0,8217220,8785351987.0,4187762619,12044
1911,linux,9,65536,1,0x1D00,135,3041418.0,5617376033.0,8542394289767397.0,44719559289895,6033581733822929.0,4215040636219442,15102
1912,linux,3,64,4,0x1A00,135,253296.0,399779919.0,50631327181512.0,988002346951,65711819284861.0,31067433813254,14984
1913,linux,3,64,24,0x1A00,135,424563.0,710066718.0,150734027997117.0,2006457653672,131083463256057.0,61676731590784,10003
1914,ebbrt,0,524288,20,0xC00,135,5746839.0,14059187403.0,4.039794323793456e+16,5040596366,5974542569214.0,5059329235616,228901
1915,linux,5,64,0,0x1000,135,211573.0,449474372.0,47548320653578.0,2784859734976,193937298883228.0,104144662350966,15000
1916,linux,8,524288,40,0x1700,135,8170678.0,14368674839.0,5.870090769808542e+16,350278115901273,4.174854237382839e+16,31837649371238678,120705
1917,ebbrt,1,8192,8,0x1D00,135,351885.0,668044521.0,117537423136042.5,10131933,14473868419.0,5221559369,21582
1918,linux,8,8192,28,0x1900,135,528165.0,887798201.0,234451968415582.5,11747504931134,1023411097277103.0,609995946092388,10690
1919,linux,3,64,28,0x1C00,135,522435.0,830883112.0,217041209308860.0,2337847226932,153446639617275.0,72350200578741,9938
1920,linux,0,65536,6,0xF00,135,1381157.0,2952602012.0,2039003468543942.0,1049776526477,217051990276964.0,139785582061296,70242
1921,linux,9,524288,20,0x1500,135,7884070.0,14083710109.0,5.5518478179531816e+16,415923781245615,5.007393921188549e+16,38921036302328487,236565
1922,linux,1,8192,20,0xC00,135,507487.0,1214048431.0,308056898051448.5,2390953018866,228023551375589.0,135332088761184,20017
1923,ebbrt,8,8192,28,0x1B00,135,332549.0,829403085.0,137908583256832.5,8653454,8787448788.0,4336231674,10009
1924,ebbrt,2,65536,28,0x1200,135,1074456.0,2424679650.0,1302605799010200.0,109652059,125314403135.0,106893157208,28944
1925,ebbrt,1,65536,60,0x1800,135,1239606.0,2668477423.0,1653930312207669.0,101773078,109787150038.0,105692854871,15001
1926,linux,3,64,4,0x1B00,135,259598.0,396733643.0,51495630127757.0,980548761994,65105142680097.0,30766290211467,14986
1927,ebbrt,4,65536,60,0x1000,135,1130381.0,2668552615.0,1508240586748157.5,99777997,108911472207.0,107976558248,14998
1928,linux,5,8192,4,0x1000,135,475882.0,1012684216.0,240959095039256.0,7207105142570,672594045228599.0,403702958438189,36312
1929,linux,8,64,1,0x1B00,135,301755.0,477440099.0,72034968536872.5,3109410182591,203116152361496.0,95811001520593,9989
1930,linux,2,64,12,0xC00,135,256229.0,612622178.0,78485784023381.0,1718727956128,120029155542883.0,64618546157208,10003
1931,linux,8,524288,6,0x1100,135,7444053.0,14631866996.0,5.446019670358739e+16,308771600085462,3.661418866684082e+16,27675108004368636,451139
1932,ebbrt,3,65536,20,0x1900,135,948743.0,2236903398.0,1061123220264357.0,107246970,127321113005.0,93911420019,35689
1933,linux,9,8192,0,0x1500,135,475048.0,871457692.0,206992116834608.0,12689823006098,1076740226476284.0,636800454287927,39253
1934,linux,8,524288,20,0x1700,135,8315974.0,14057896362.0,5.84525503205433e+16,318341807712087,3.818032625124001e+16,28957231296956971,235025
1935,linux,3,65536,24,0xC00,135,1379201.0,3240528802.0,2234670282123601.0,5821133286822,817406990117607.0,576374653153099,45256
1936,linux,0,64,1,0x1000,135,257382.0,558374680.0,71857795943880.0,2912867931,985711652957.0,597405941912,9987
1937,linux,5,65536,12,0xF00,135,1348707.0,2900986811.0,1956290609451688.5,10729201832478,1516896928000035.0,1039133628307664,69620
1938,ebbrt,7,524288,6,0x1A00,135,7994782.0,13710584460.0,5.480656692514386e+16,7917978211,11286104038870.0,5251673246827,571910
1939,ebbrt,4,64,12,0x1700,135,282095.0,502388976.0,70860709092360.0,52409934,19875065732.0,2239762243,7324
1940,ebbrt,0,524288,12,0x1700,135,6932325.0,13720794381.0,4.755850295363291e+16,5477062766,7404494749081.0,4134419651154,356898
1941,linux,1,64,40,0x1600,135,573405.0,1172997114.0,336301205076585.0,2910508596994,180806815120217.0,95822965448978,9893
1942,linux,8,8192,4,0x1B00,135,582300.0,896956637.0,261148924862550.0,10880376668731,964719640226328.0,574143394261078,37694
1943,ebbrt,6,524288,6,0x1800,135,7591310.0,13748511721.0,5.218460725637226e+16,8112311585,11208354660046.0,5266552667116,569974
1944,linux,3,64,36,0x1500,135,524275.0,1055395394.0,276658710094675.0,4559007412039,317429117499846.0,171289256597420,9903
1945,linux,8,65536,0,0x1D00,135,1892449.0,2678837237.0,2534781425161706.5,18900628245236,2541732504767180.0,1761701499159963,155803
1946,ebbrt,7,524288,12,0x1700,135,6925229.0,13716118565.0,4.749363102688819e+16,5468652402,7405718620459.0,4134260146819,356963
1947,linux,0,65536,1,0x1A00,135,2860768.0,5614898931.0,8031461592519504.0,63317222996,10788864029620.0,6482087469109,15054
1948,ebbrt,1,64,28,0x1200,135,331820.0,826495969.0,137123946216790.0,6184406,8388113924.0,3797613561,9975
1949,ebbrt,7,65536,8,0x1000,135,952654.0,2175843883.0,1036413189257741.0,146344679,179630727177.0,93636477830,72123
1950,ebbrt,5,8192,32,0x1700,135,379690.0,948575392.0,180082295294240.0,9776583,9879806134.0,4897648409,10004
1951,linux,5,64,60,0xC00,135,364533.0,893490357.0,162853360154140.5,6363423282925,431044229184876.0,230789365178919,5014
1952,ebbrt,7,8192,36,0xC00,135,426743.0,1065630859.0,227375254831118.5,10633101,10934313992.0,5417059737,10001
1953,linux,8,524288,36,0x1B00,135,9145740.0,14384425891.0,6.577810962417717e+16,341959299816807,4.085821530026444e+16,31216413805795797,134501
1954,ebbrt,6,65536,12,0x1900,135,1119080.0,2242311340.0,1254662887183600.0,122578267,153819531411.0,79928009810,54815
1955,linux,4,524288,0,0x1900,135,10699786.0,15616349180.0,8.354579716363774e+16,272817891315596,1.089160437084913e+17,87620189880776317,912701
1956,linux,3,524288,8,0x1B00,135,9706031.0,13860228751.0,6.726390496214864e+16,637838426716700,7.581588787029354e+16,60121248225556638,481292
1957,ebbrt,5,64,40,0x1700,135,471989.0,1181896256.0,278921015986592.0,9130348,11641178661.0,5308762541,9987
1958,linux,1,524288,6,0x1A00,135,9442560.0,13893703246.0,6.559606326127488e+16,226707028685029,2.7964551888419668e+16,22520709683462944,471224
1959,ebbrt,0,8192,40,0x1700,135,474410.0,1184825847.0,281046615037635.0,11908457,12228639471.0,6067937507,10000
1960,linux,4,65536,24,0xF00,135,1488834.0,3231376339.0,2405491480149363.0,10024225721278,1333716966413578.0,936460028631764,45182
1961,ebbrt,7,64,12,0x1B00,135,174202.0,367710131.0,32027920120231.0,3572652,4241911647.0,1686917329,10012
1962,linux,6,65536,0,0x1500,135,1584652.0,2875632142.0,2278438112542292.0,12214873726136,1766373340366010.0,1194981311740767,122275
1963,linux,6,524288,0,0x1800,135,10691016.0,15597466291.0,8.337638083827083e+16,274808695506650,1.0846438948871315e+17,87228058438625651,914550
1964,linux,5,524288,1,0x1600,135,8061701.0,14708921085.0,5.928946190993279e+16,1927814349491,207989882666646.0,135297143417255,94371
1965,ebbrt,3,65536,32,0x1000,135,1024876.0,2376064868.0,1217585928828184.0,107725525,126908817414.0,126890038568,24981
1966,linux,9,524288,1,0x1200,135,7382057.0,14887310138.0,5.4949486007696936e+16,385194223287965,4.529160327847715e+16,34425926934996956,89111
1967,linux,6,8192,60,0xF00,135,1013340.0,2366980977.0,1199278251616590.0,24115376808180,2092191239078059.0,1256049463798908,13220
1968,linux,8,65536,6,0x1A00,135,1719639.0,2610264740.0,2244356523614430.0,19145445187498,2570610282676609.0,1805362496709902,83213
1969,linux,9,65536,6,0x1900,135,1669730.0,2625681548.0,2192089625571020.0,21810102167863,2972200880011778.0,2072161726903240,81503
1970,linux,6,65536,60,0xF00,135,2152805.0,4908956360.0,5284012898294900.0,25117236617048,3535188829460829.0,2418900960701712,27409
1971,linux,3,524288,40,0x1A00,135,8810941.0,14294923064.0,6.297586185822162e+16,736727728946720,8.757002651891827e+16,68670436995492116,120103
1972,linux,9,64,60,0x1900,135,473285.0,996541123.0,235823982699527.5,7609539653372,496202297592212.0,233671666103207,5609
1973,linux,2,8192,0,0x1C00,135,551208.0,816864172.0,225131033259888.0,1977965872613,203095560295367.0,120496347002748,40797
1974,linux,4,64,60,0x1A00,135,776372.0,1778050877.0,690214457739122.0,7265879335146,454529283804796.0,211043513404712,9988
1975,ebbrt,8,64,32,0x1800,135,377756.0,945611981.0,178605299747318.0,7299566,9456507043.0,4291913365,9983
1976,ebbrt,5,64,8,0x1B00,135,182528.0,341330301.0,31151168590464.0,2766025,3809397013.0,1571321777,9998
1977,ebbrt,3,524288,8,0x1500,135,6937537.0,13836810899.0,4.799669378690788e+16,7443751025,9760347208688.0,4767831954899,471614
1978,linux,0,65536,20,0x1A00,135,1820058.0,2894545957.0,2634120762702753.0,4079104762284,520414887223418.0,405391107866168,48686
1979,linux,9,524288,36,0x1B00,135,9113569.0,14363787060.0,6.545268223630857e+16,435683531032686,5.2226480417472104e+16,40545619189801799,134270
1980,linux,8,64,6,0x1B00,135,298251.0,473442588.0,70602362656794.0,3117478214746,204656389614004.0,96712431651212,9987
1981,ebbrt,8,8192,8,0x1B00,135,337915.0,656205136.0,110870779265720.0,10005529,13820599918.0,5015885701,21039
